Gender,LearningStyle,Extracurricular,Internet,OnlineCourses,EduTech,Resources,FinalGrade,Age,StudyHours,Attendance,Motivation,Discussions,AssignmentCompletion,ExamScore,StressLevel
1,0,0,1,16,0,0,0,18,19,82,1,1,68,90,1
1,0,0,1,4,0,1,2,23,19,82,0,1,64,59,1
1,1,0,1,10,0,1,1,29,19,82,0,1,86,76,2
1,1,0,1,5,1,1,2,29,19,82,0,0,99,62,2
1,0,0,1,16,0,1,0,18,19,82,0,1,68,90,1
1,0,0,1,4,0,1,2,23,19,82,1,1,64,59,1
1,1,0,1,10,0,1,1,29,19,82,1,1,86,76,2
1,1,0,1,5,1,1,2,29,19,82,1,0,99,62,2
1,0,0,1,16,0,1,0,18,19,82,1,1,68,90,1
0,1,1,1,12,0,1,3,25,23,69,2,0,67,53,2
0,3,1,1,14,1,1,3,22,23,69,2,0,86,40,0
0,1,0,1,15,1,0,3,23,8,80,2,1,67,43,2
0,0,0,1,9,1,2,2,28,19,71,2,0,67,66,2
0,0,0,1,12,1,2,2,22,19,71,2,1,68,57,2
0,1,0,1,14,1,2,1,23,19,71,2,1,73,77,2
0,0,1,1,9,1,1,2,28,19,71,1,0,67,66,2
0,0,1,1,12,1,1,2,22,19,71,1,1,68,57,2
0,1,1,1,14,1,1,1,23,19,71,1,1,73,77,2
0,0,1,1,9,1,1,2,28,19,71,0,0,67,66,2
0,0,1,1,12,1,1,2,22,19,71,0,1,68,57,2
0,1,1,1,14,1,1,1,23,19,71,0,1,73,77,2
0,0,1,1,9,1,2,2,28,19,71,0,0,67,66,2
0,0,1,1,12,1,2,2,22,19,71,0,1,68,57,2
0,1,1,1,14,1,2,1,23,19,71,0,1,73,77,2
1,1,1,1,4,0,1,2,19,13,67,2,0,78,62,2
1,0,1,1,11,1,1,3,26,13,67,2,1,77,52,1
1,0,1,1,12,1,1,3,26,13,67,2,0,50,54,1
1,1,1,1,4,0,1,2,19,13,67,1,0,78,62,2
1,0,1,1,11,1,1,3,26,13,67,1,1,77,52,1
1,0,1,1,12,1,1,3,26,13,67,1,0,50,54,1
1,1,1,1,4,0,0,2,19,13,67,1,0,78,62,2
1,0,1,1,11,1,0,3,26,13,67,1,1,77,52,1
1,0,1,1,12,1,0,3,26,13,67,1,0,50,54,1
1,1,1,1,4,0,2,2,19,13,67,1,0,78,62,2
1,0,1,1,11,1,2,3,26,13,67,1,1,77,52,1
1,0,1,1,12,1,2,3,26,13,67,1,0,50,54,1
0,1,1,1,17,1,1,3,27,16,93,1,1,84,46,1
0,1,1,1,17,1,2,3,27,16,93,0,1,84,46,1
0,2,0,1,3,1,1,1,25,18,68,2,1,80,80,2
0,1,0,1,2,0,1,1,20,18,68,2,0,55,79,1
0,2,0,1,3,1,2,1,25,18,68,1,1,80,80,2
0,1,0,1,2,0,2,1,20,18,68,1,0,55,79,1
0,3,0,1,0,0,1,1,27,18,67,1,1,57,79,2
0,0,0,1,7,1,1,0,24,18,67,1,1,62,85,2
0,1,0,1,20,0,1,1,27,18,67,1,1,61,76,2
0,3,1,1,0,0,2,1,27,18,67,0,1,57,79,2
0,0,1,1,7,1,2,0,24,18,67,0,1,62,85,2
0,1,1,1,20,0,2,1,27,18,67,0,1,61,76,2
1,2,0,0,8,0,1,1,21,21,66,0,0,68,72,2
1,2,0,1,8,0,1,1,21,21,66,1,0,68,72,2
1,2,1,1,8,0,1,1,21,21,66,1,0,68,72,2
0,0,0,1,14,0,2,1,21,26,90,0,1,62,81,2
0,0,0,1,18,1,2,0,29,26,90,0,0,63,97,2
0,0,0,1,3,1,2,2,28,26,90,0,0,67,55,1
0,3,0,1,19,1,2,0,21,26,90,0,1,88,94,2
0,2,0,1,1,1,2,2,21,26,90,0,1,80,62,2
0,0,1,1,14,0,1,1,21,26,90,1,1,62,81,2
0,0,1,1,18,1,1,0,29,26,90,1,0,63,97,2
0,0,1,1,3,1,1,2,28,26,90,1,0,67,55,1
0,3,1,1,19,1,1,0,21,26,90,1,1,88,94,2
0,2,1,1,1,1,1,2,21,26,90,1,1,80,62,2
0,0,0,1,14,0,1,1,21,26,90,2,1,62,81,2
0,0,0,1,18,1,1,0,29,26,90,2,0,63,97,2
0,0,0,1,3,1,1,2,28,26,90,2,0,67,55,1
0,3,0,1,19,1,1,0,21,26,90,2,1,88,94,2
0,2,0,1,1,1,1,2,21,26,90,2,1,80,62,2
0,1,1,1,17,1,1,3,27,11,84,2,1,75,43,2
0,1,0,1,17,1,1,3,27,11,84,0,1,75,43,2
0,1,1,1,17,1,0,3,27,11,84,0,1,75,43,2
0,0,0,1,11,0,0,2,26,5,87,1,1,77,59,1
1,0,0,1,13,1,0,1,20,19,86,0,1,56,70,2
1,0,1,1,13,1,2,1,20,19,86,2,1,56,70,2
1,0,0,1,13,1,1,1,20,19,86,1,1,56,70,2
1,0,1,1,13,1,1,1,20,19,86,0,1,56,70,2
1,0,1,1,19,0,1,0,28,13,60,1,0,71,92,1
1,0,0,1,19,0,1,0,28,13,60,0,0,71,92,1
1,0,0,1,19,0,0,0,28,13,60,0,0,71,92,1
1,0,0,1,19,0,1,0,28,13,60,2,0,71,92,1
1,1,1,0,14,1,1,1,25,9,61,0,0,70,83,1
1,1,1,1,14,1,2,1,25,9,61,1,0,70,83,1
0,2,1,1,12,1,2,3,19,17,71,0,0,55,46,0
0,0,1,1,6,1,2,3,29,17,71,0,0,72,44,1
0,2,1,1,8,1,2,2,25,17,71,0,1,58,69,2
0,2,0,1,12,1,0,3,19,17,71,1,0,55,46,0
0,0,0,1,6,1,0,3,29,17,71,1,0,72,44,1
0,2,0,1,8,1,0,2,25,17,71,1,1,58,69,2
0,2,0,1,12,1,1,3,19,17,71,0,0,55,46,0
0,0,0,1,6,1,1,3,29,17,71,0,0,72,44,1
0,2,0,1,8,1,1,2,25,17,71,0,1,58,69,2
0,1,1,1,13,1,1,2,27,11,61,2,1,80,55,0
0,0,1,1,2,0,1,3,19,11,61,2,1,53,46,2
0,3,1,1,19,1,1,1,28,11,61,2,0,72,84,2
1,2,0,1,11,1,2,3,21,20,74,0,1,59,53,2
1,2,0,1,17,1,2,0,27,20,74,0,1,96,88,2
1,2,1,1,11,1,1,3,21,20,74,2,1,59,53,2
1,2,1,1,17,1,1,0,27,20,74,2,1,96,88,2
1,2,0,1,11,1,1,3,21,20,74,2,1,59,53,2
1,2,0,1,17,1,1,0,27,20,74,2,1,96,88,2
1,2,1,1,11,1,1,3,21,20,74,1,1,59,53,2
1,2,1,1,17,1,1,0,27,20,74,1,1,96,88,2
1,2,0,1,11,1,1,3,21,20,74,1,1,59,53,2
1,2,0,1,17,1,1,0,27,20,74,1,1,96,88,2
1,2,0,1,14,1,1,0,29,23,64,1,0,86,95,1
1,1,0,1,20,0,1,1,25,23,64,1,0,64,75,2
1,2,1,1,14,1,1,0,29,23,64,2,0,86,95,1
1,1,1,1,20,0,1,1,25,23,64,2,0,64,75,2
1,2,1,1,14,1,2,0,29,23,64,1,0,86,95,1
1,1,1,1,20,0,2,1,25,23,64,1,0,64,75,2
1,2,1,1,14,1,0,0,29,23,64,1,0,86,95,1
1,1,1,1,20,0,0,1,25,23,64,1,0,64,75,2
1,2,0,1,14,1,2,0,29,23,64,0,0,86,95,1
1,1,0,1,20,0,2,1,25,23,64,0,0,64,75,2
1,2,1,1,14,1,1,0,29,23,64,1,0,86,95,1
1,1,1,1,20,0,1,1,25,23,64,1,0,64,75,2
0,2,0,1,0,1,2,1,25,21,80,1,1,50,75,2
0,0,0,1,7,0,2,0,25,21,80,1,1,96,87,1
0,0,0,1,8,1,2,0,22,21,80,1,1,64,88,0
0,2,1,1,0,1,2,1,25,21,80,1,1,50,75,2
0,0,1,1,7,0,2,0,25,21,80,1,1,96,87,1
0,0,1,1,8,1,2,0,22,21,80,1,1,64,88,0
0,2,1,1,0,1,2,1,25,21,80,0,1,50,75,2
0,0,1,1,7,0,2,0,25,21,80,0,1,96,87,1
0,0,1,1,8,1,2,0,22,21,80,0,1,64,88,0
0,2,1,1,0,1,0,1,25,21,80,1,1,50,75,2
0,0,1,1,7,0,0,0,25,21,80,1,1,96,87,1
0,0,1,1,8,1,0,0,22,21,80,1,1,64,88,0
0,2,1,1,0,1,1,1,25,21,80,0,1,50,75,2
0,0,1,1,7,0,1,0,25,21,80,0,1,96,87,1
0,0,1,1,8,1,1,0,22,21,80,0,1,64,88,0
0,2,0,1,0,1,0,1,25,21,80,1,1,50,75,2
0,0,0,1,7,0,0,0,25,21,80,1,1,96,87,1
0,0,0,1,8,1,0,0,22,21,80,1,1,64,88,0
1,0,1,1,8,1,1,1,26,14,91,1,0,86,79,1
1,0,1,1,8,1,2,1,26,14,91,1,0,86,79,1
1,2,0,1,8,0,1,0,23,27,69,1,0,77,87,0
1,2,1,1,8,0,2,0,23,27,69,0,0,77,87,0
1,2,1,1,8,0,0,0,23,27,69,1,0,77,87,0
1,0,0,1,2,1,1,2,22,14,100,0,1,79,56,1
1,1,0,1,16,0,1,1,26,14,100,0,1,73,72,2
1,2,0,1,0,1,2,2,23,30,66,0,1,55,63,2
1,2,0,0,0,1,2,2,23,30,66,0,1,55,63,2
1,0,1,1,10,0,0,3,19,26,90,0,1,73,47,1
1,0,1,1,10,0,2,3,19,26,90,1,1,73,47,1
1,2,0,1,12,0,2,3,26,16,77,0,1,95,51,1
1,2,1,1,12,0,1,3,26,16,77,1,1,95,51,1
1,2,1,0,12,0,0,3,26,16,77,1,1,95,51,1
0,3,1,1,12,0,1,0,29,24,92,2,1,82,87,0
0,0,1,1,8,1,1,0,18,24,92,2,0,70,96,2
0,3,0,1,12,0,2,0,29,24,92,2,1,82,87,0
0,0,0,1,8,1,2,0,18,24,92,2,0,70,96,2
0,3,0,1,12,0,2,0,29,24,92,1,1,82,87,0
0,0,0,1,8,1,2,0,18,24,92,1,0,70,96,2
0,3,0,1,12,0,0,0,29,24,92,1,1,82,87,0
0,0,0,1,8,1,0,0,18,24,92,1,0,70,96,2
0,3,0,1,12,0,1,0,29,24,92,1,1,82,87,0
0,0,0,1,8,1,1,0,18,24,92,1,0,70,96,2
0,3,1,1,12,0,1,0,29,24,92,0,1,82,87,0
0,0,1,1,8,1,1,0,18,24,92,0,0,70,96,2
1,2,1,1,18,1,1,2,25,28,82,1,1,80,67,1
1,0,1,1,6,1,1,1,27,28,82,1,1,93,82,1
1,2,1,1,0,1,1,0,20,28,82,1,1,51,99,2
1,2,0,1,18,1,2,2,25,28,82,0,1,80,67,1
1,0,0,1,6,1,2,1,27,28,82,0,1,93,82,1
1,2,0,1,0,1,2,0,20,28,82,0,1,51,99,2
1,2,1,1,18,1,2,2,25,28,82,0,1,80,67,1
1,0,1,1,6,1,2,1,27,28,82,0,1,93,82,1
1,2,1,1,0,1,2,0,20,28,82,0,1,51,99,2
0,3,1,1,13,1,2,2,24,29,100,1,0,87,56,2
0,1,1,1,13,0,2,2,21,29,100,1,1,90,69,2
0,3,1,0,13,1,1,2,24,29,100,1,0,87,56,2
0,1,1,0,13,0,1,2,21,29,100,1,1,90,69,2
1,0,0,1,6,1,1,2,25,15,85,2,1,76,67,0
1,2,0,1,16,1,1,3,25,15,85,2,1,60,46,2
1,3,0,1,16,0,1,1,23,15,85,2,0,54,82,2
1,0,1,1,6,1,2,2,25,15,85,1,1,76,67,0
1,2,1,1,16,1,2,3,25,15,85,1,1,60,46,2
1,3,1,1,16,0,2,1,23,15,85,1,0,54,82,2
1,0,0,1,6,1,1,2,25,15,85,1,1,76,67,0
1,2,0,1,16,1,1,3,25,15,85,1,1,60,46,2
1,3,0,1,16,0,1,1,23,15,85,1,0,54,82,2
1,0,1,1,6,1,1,2,25,15,85,1,1,76,67,0
1,2,1,1,16,1,1,3,25,15,85,1,1,60,46,2
1,3,1,1,16,0,1,1,23,15,85,1,0,54,82,2
1,1,0,1,3,1,1,2,22,32,88,0,1,70,63,2
1,1,0,1,3,1,1,3,20,32,88,0,1,88,45,2
1,1,1,1,3,1,0,2,22,32,88,0,1,70,63,2
1,1,1,1,3,1,0,3,20,32,88,0,1,88,45,2
1,3,0,1,3,1,2,3,29,27,80,2,0,84,52,2
1,3,1,1,3,1,0,3,29,27,80,1,0,84,52,2
1,3,1,1,3,1,0,3,29,27,80,2,0,84,52,2
1,3,0,1,3,1,0,3,29,27,80,0,0,84,52,2
1,3,0,0,3,1,1,3,29,27,80,2,0,84,52,2
1,3,1,1,3,1,0,3,29,27,80,0,0,84,52,2
0,3,1,1,16,1,1,1,26,14,70,0,1,97,76,0
0,1,1,1,2,0,1,2,25,14,70,0,0,67,66,2
0,3,1,1,11,1,1,0,25,14,70,0,1,81,93,1
0,0,1,1,8,1,1,0,19,14,70,0,1,73,97,0
0,3,1,1,16,1,1,1,26,14,70,2,1,97,76,0
0,1,1,1,2,0,1,2,25,14,70,2,0,67,66,2
0,3,1,1,11,1,1,0,25,14,70,2,1,81,93,1
0,0,1,1,8,1,1,0,19,14,70,2,1,73,97,0
0,0,1,1,15,1,2,0,25,27,61,1,1,100,86,2
0,2,0,1,1,1,1,2,20,26,81,0,0,56,58,2
0,3,0,1,16,1,1,3,24,26,81,0,1,77,50,2
0,2,0,1,1,0,1,0,26,26,81,0,0,50,86,0
0,1,0,1,20,0,1,1,25,26,81,0,1,100,72,2
0,2,1,1,1,1,1,2,20,26,81,1,0,56,58,2
0,3,1,1,16,1,1,3,24,26,81,1,1,77,50,2
0,2,1,1,1,0,1,0,26,26,81,1,0,50,86,0
0,1,1,1,20,0,1,1,25,26,81,1,1,100,72,2
0,2,0,1,1,1,0,2,20,26,81,2,0,56,58,2
0,3,0,1,16,1,0,3,24,26,81,2,1,77,50,2
0,2,0,1,1,0,0,0,26,26,81,2,0,50,86,0
0,1,0,1,20,0,0,1,25,26,81,2,1,100,72,2
0,2,1,1,1,1,1,2,20,26,81,0,0,56,58,2
0,3,1,1,16,1,1,3,24,26,81,0,1,77,50,2
0,2,1,1,1,0,1,0,26,26,81,0,0,50,86,0
0,1,1,1,20,0,1,1,25,26,81,0,1,100,72,2
1,2,1,1,16,1,1,3,28,11,97,0,0,51,46,2
1,2,1,1,16,1,2,3,28,11,97,1,0,51,46,2
1,2,0,1,16,1,1,3,28,11,97,1,0,51,46,2
0,2,1,1,11,1,2,2,18,18,77,1,0,80,56,1
0,1,1,1,17,0,2,3,20,18,77,1,0,73,41,2
0,2,1,1,19,0,2,0,27,18,77,1,0,70,95,2
0,2,1,1,11,1,1,2,18,18,77,2,0,80,56,1
0,1,1,1,17,0,1,3,20,18,77,2,0,73,41,2
0,2,1,1,19,0,1,0,27,18,77,2,0,70,95,2
0,2,1,0,11,1,2,2,18,18,77,2,0,80,56,1
0,1,1,0,17,0,2,3,20,18,77,2,0,73,41,2
0,2,1,0,19,0,2,0,27,18,77,2,0,70,95,2
0,2,0,1,11,1,1,2,18,18,77,0,0,80,56,1
0,1,0,1,17,0,1,3,20,18,77,0,0,73,41,2
0,2,0,1,19,0,1,0,27,18,77,0,0,70,95,2
1,2,0,1,1,1,1,1,23,28,91,0,0,61,71,1
1,3,0,1,16,1,1,2,19,28,91,0,1,86,55,1
1,2,1,1,1,1,2,1,23,28,91,2,0,61,71,1
1,3,1,1,16,1,2,2,19,28,91,2,1,86,55,1
1,2,1,1,1,1,1,1,23,28,91,0,0,61,71,1
1,3,1,1,16,1,1,2,19,28,91,0,1,86,55,1
1,2,0,1,1,1,1,1,23,28,91,1,0,61,71,1
1,3,0,1,16,1,1,2,19,28,91,1,1,86,55,1
0,3,1,1,2,1,2,3,26,23,65,0,0,94,42,2
0,1,1,1,4,1,2,1,19,23,65,0,1,90,82,0
0,3,0,1,2,1,1,3,26,23,65,1,0,94,42,2
0,1,0,1,4,1,1,1,19,23,65,1,1,90,82,0
0,3,1,1,2,1,1,3,26,23,65,0,0,94,42,2
0,1,1,1,4,1,1,1,19,23,65,0,1,90,82,0
1,1,0,1,11,0,2,2,21,33,87,0,1,81,64,0
1,2,0,1,20,1,2,1,18,33,87,0,1,52,76,2
1,2,0,1,11,0,2,1,24,33,87,0,0,74,82,2
1,1,0,1,11,1,2,0,21,33,87,0,0,82,100,2
0,1,1,1,17,1,0,2,18,26,92,1,0,56,62,2
0,2,1,1,17,1,0,0,22,26,92,1,0,60,90,1
0,0,1,1,10,0,0,1,19,26,92,1,0,58,76,0
0,3,1,1,13,1,0,3,25,26,92,1,0,76,41,1
1,2,1,0,4,1,1,1,22,29,99,2,0,90,78,1
1,2,1,0,9,0,1,0,22,29,99,2,1,96,85,1
1,2,1,1,4,1,1,1,22,29,99,0,0,90,78,1
1,2,1,1,9,0,1,0,22,29,99,0,1,96,85,1
0,1,0,1,1,0,1,0,26,26,93,0,1,76,90,0
0,1,0,1,19,1,1,0,24,26,93,0,1,97,89,0
0,1,0,1,18,1,1,1,23,26,93,0,0,78,78,0
0,1,0,1,1,0,0,0,26,26,93,1,1,76,90,0
0,1,0,1,19,1,0,0,24,26,93,1,1,97,89,0
0,1,0,1,18,1,0,1,23,26,93,1,0,78,78,0
0,1,0,1,1,0,2,0,26,26,93,1,1,76,90,0
0,1,0,1,19,1,2,0,24,26,93,1,1,97,89,0
0,1,0,1,18,1,2,1,23,26,93,1,0,78,78,0
0,1,1,1,1,0,1,0,26,26,93,1,1,76,90,0
0,1,1,1,19,1,1,0,24,26,93,1,1,97,89,0
0,1,1,1,18,1,1,1,23,26,93,1,0,78,78,0
0,1,1,1,1,0,2,0,26,26,93,0,1,76,90,0
0,1,1,1,19,1,2,0,24,26,93,0,1,97,89,0
0,1,1,1,18,1,2,1,23,26,93,0,0,78,78,0
1,1,1,1,14,1,1,3,23,18,70,1,1,96,40,0
1,3,1,1,19,0,1,2,24,18,70,1,1,90,69,2
1,1,1,1,4,1,1,3,29,18,70,1,0,63,50,1
1,1,1,1,14,1,0,3,23,18,70,1,1,96,40,0
1,3,1,1,19,0,0,2,24,18,70,1,1,90,69,2
1,1,1,1,4,1,0,3,29,18,70,1,0,63,50,1
1,1,0,1,14,1,2,3,23,18,70,1,1,96,40,0
1,3,0,1,19,0,2,2,24,18,70,1,1,90,69,2
1,1,0,1,4,1,2,3,29,18,70,1,0,63,50,1
0,3,0,1,17,0,1,1,18,15,91,0,1,90,81,0
0,2,0,1,10,0,1,0,26,15,91,0,0,91,88,1
0,3,0,1,17,0,2,1,18,15,91,1,1,90,81,0
0,2,0,1,10,0,2,0,26,15,91,1,0,91,88,1
0,3,1,1,17,0,0,1,18,15,91,0,1,90,81,0
0,2,1,1,10,0,0,0,26,15,91,0,0,91,88,1
0,3,1,1,17,0,2,1,18,15,91,2,1,90,81,0
0,2,1,1,10,0,2,0,26,15,91,2,0,91,88,1
1,2,1,1,7,0,1,2,23,8,88,2,1,64,64,2
0,2,1,1,8,1,1,2,21,32,84,1,0,88,59,2
0,2,0,1,5,1,1,2,25,19,75,0,0,54,60,2
0,1,0,1,7,0,1,3,29,19,75,0,0,87,51,1
0,2,0,1,13,0,1,0,20,19,75,0,1,86,90,0
0,2,0,1,5,1,0,2,25,19,75,2,0,54,60,2
0,1,0,1,7,0,0,3,29,19,75,2,0,87,51,1
0,2,0,1,13,0,0,0,20,19,75,2,1,86,90,0
0,2,0,1,5,1,2,2,25,19,75,1,0,54,60,2
0,1,0,1,7,0,2,3,29,19,75,1,0,87,51,1
0,2,0,1,13,0,2,0,20,19,75,1,1,86,90,0
0,2,0,1,5,1,2,2,25,19,75,0,0,54,60,2
0,1,0,1,7,0,2,3,29,19,75,0,0,87,51,1
0,2,0,1,13,0,2,0,20,19,75,0,1,86,90,0
0,2,1,1,5,1,2,2,25,19,75,1,0,54,60,2
0,1,1,1,7,0,2,3,29,19,75,1,0,87,51,1
0,2,1,1,13,0,2,0,20,19,75,1,1,86,90,0
0,2,1,1,5,1,2,2,25,19,75,2,0,54,60,2
0,1,1,1,7,0,2,3,29,19,75,2,0,87,51,1
0,2,1,1,13,0,2,0,20,19,75,2,1,86,90,0
0,2,1,1,5,1,1,2,25,19,75,2,0,54,60,2
0,1,1,1,7,0,1,3,29,19,75,2,0,87,51,1
0,2,1,1,13,0,1,0,20,19,75,2,1,86,90,0
0,3,0,1,6,0,1,0,29,22,85,2,1,63,86,2
0,3,0,1,17,1,1,2,21,22,85,2,0,52,69,0
0,3,1,1,6,0,1,0,29,22,85,0,1,63,86,2
0,3,1,1,17,1,1,2,21,22,85,0,0,52,69,0
0,3,1,1,6,0,1,0,29,22,85,1,1,63,86,2
0,3,1,1,17,1,1,2,21,22,85,1,0,52,69,0
0,2,1,0,0,1,2,0,27,25,87,0,1,97,94,2
0,3,1,0,8,0,2,1,23,25,87,0,1,51,74,1
0,2,1,1,0,1,1,0,27,25,87,1,1,97,94,2
0,3,1,1,8,0,1,1,23,25,87,1,1,51,74,1
0,2,1,1,0,1,2,0,27,25,87,1,1,97,94,2
0,3,1,1,8,0,2,1,23,25,87,1,1,51,74,1
0,3,1,1,10,1,2,1,26,22,92,0,0,91,71,0
0,3,1,0,10,1,1,1,26,22,92,0,0,91,71,0
0,3,0,1,10,1,2,1,26,22,92,0,0,91,71,0
0,0,0,1,8,1,2,2,24,27,96,0,1,56,55,2
0,3,0,1,2,1,2,0,25,27,96,0,1,53,88,1
0,3,0,1,13,1,2,0,19,27,96,0,1,84,86,2
0,0,1,1,8,1,1,2,24,27,96,1,1,56,55,2
0,3,1,1,2,1,1,0,25,27,96,1,1,53,88,1
0,3,1,1,13,1,1,0,19,27,96,1,1,84,86,2
1,1,1,1,5,0,1,3,18,21,67,2,0,100,47,2
1,2,1,1,17,0,1,3,22,21,67,2,0,67,50,2
1,1,1,1,5,0,1,3,18,21,67,1,0,100,47,2
1,2,1,1,17,0,1,3,22,21,67,1,0,67,50,2
0,0,1,1,14,1,1,1,23,30,100,0,1,99,82,1
0,3,1,1,16,1,1,2,18,30,100,0,1,72,61,2
0,0,1,1,13,1,1,2,20,30,100,0,1,91,68,1
0,0,0,1,14,1,2,1,23,30,100,1,1,99,82,1
0,3,0,1,16,1,2,2,18,30,100,1,1,72,61,2
0,0,0,1,13,1,2,2,20,30,100,1,1,91,68,1
0,2,0,1,16,0,2,1,19,36,88,2,0,85,83,1
0,1,0,1,3,1,2,0,21,36,88,2,0,73,88,0
0,3,0,1,14,0,2,3,25,36,88,2,0,72,45,2
0,1,0,1,3,1,2,2,28,36,88,2,0,77,57,1
0,3,0,1,11,1,2,2,21,36,88,2,0,71,69,2
1,0,1,1,4,1,1,0,20,23,65,1,1,75,96,1
1,3,1,1,9,1,1,1,24,23,65,1,1,95,73,0
1,3,1,1,6,0,1,3,29,23,65,1,1,77,42,1
1,0,0,0,4,1,2,0,20,23,65,0,1,75,96,1
1,3,0,0,9,1,2,1,24,23,65,0,1,95,73,0
1,3,0,0,6,0,2,3,29,23,65,0,1,77,42,1
1,0,0,0,4,1,1,0,20,23,65,2,1,75,96,1
1,3,0,0,9,1,1,1,24,23,65,2,1,95,73,0
1,3,0,0,6,0,1,3,29,23,65,2,1,77,42,1
1,0,0,1,12,0,1,0,28,9,76,1,0,86,97,1
1,1,0,1,8,1,1,2,19,9,76,1,1,95,61,1
1,0,0,0,12,0,2,0,28,9,76,0,0,86,97,1
1,1,0,0,8,1,2,2,19,9,76,0,1,95,61,1
1,0,1,1,12,0,1,0,28,9,76,1,0,86,97,1
1,1,1,1,8,1,1,2,19,9,76,1,1,95,61,1
0,0,0,1,15,1,2,3,19,25,94,0,0,51,50,2
0,0,1,1,15,1,0,3,19,25,94,0,0,51,50,2
0,0,0,1,15,1,2,3,19,25,94,2,0,51,50,2
0,0,1,1,15,1,0,3,19,25,94,1,0,51,50,2
0,2,1,0,9,1,1,2,23,28,84,1,1,90,62,2
0,2,1,1,9,1,1,2,23,28,84,1,1,90,62,2
0,2,0,1,11,1,1,2,22,19,86,1,1,96,58,2
0,2,0,1,4,1,1,1,21,19,86,1,1,51,76,1
0,1,0,1,2,1,1,2,21,19,86,1,1,76,61,1
0,3,1,1,4,0,1,2,29,19,62,0,0,89,63,1
0,2,1,1,13,0,1,0,28,19,62,0,0,90,89,2
0,3,1,1,4,0,1,2,29,19,62,1,0,89,63,1
0,2,1,1,13,0,1,0,28,19,62,1,0,90,89,2
0,3,1,1,4,0,0,2,29,19,62,1,0,89,63,1
0,2,1,1,13,0,0,0,28,19,62,1,0,90,89,2
1,3,1,1,15,1,0,0,28,24,79,2,1,85,85,2
1,3,0,0,15,1,2,0,28,24,79,2,1,85,85,2
1,3,0,1,15,1,1,0,28,24,79,2,1,85,85,2
0,0,0,1,12,1,1,3,29,30,63,1,0,67,47,2
0,3,0,1,17,1,1,0,20,30,63,1,1,66,99,2
0,0,1,1,12,1,2,3,29,30,63,1,0,67,47,2
0,3,1,1,17,1,2,0,20,30,63,1,1,66,99,2
0,0,0,1,12,1,2,3,29,30,63,1,0,67,47,2
0,3,0,1,17,1,2,0,20,30,63,1,1,66,99,2
0,0,0,1,12,1,0,3,29,30,63,2,0,67,47,2
0,3,0,1,17,1,0,0,20,30,63,2,1,66,99,2
1,3,1,1,8,1,1,0,26,13,73,1,1,99,94,2
1,2,1,1,18,1,1,2,20,13,73,1,1,52,64,2
1,3,0,1,8,1,0,0,26,13,73,1,1,99,94,2
1,2,0,1,18,1,0,2,20,13,73,1,1,52,64,2
1,2,0,1,2,1,0,3,29,23,66,0,1,92,41,0
1,2,0,1,2,1,2,3,29,23,66,1,1,92,41,0
1,2,1,1,2,1,2,3,29,23,66,2,1,92,41,0
1,2,0,1,2,1,1,3,29,23,66,0,1,92,41,0
1,2,1,1,14,1,1,1,24,27,94,1,1,84,77,2
1,0,1,1,9,1,0,2,28,18,81,0,1,87,69,2
1,0,1,1,9,1,2,2,28,18,81,0,1,87,69,2
1,0,0,1,9,1,2,2,28,18,81,0,1,87,69,2
1,0,0,1,9,1,1,2,28,18,81,0,1,87,69,2
1,0,1,1,9,1,2,2,28,18,81,1,1,87,69,2
1,0,1,1,9,1,0,2,28,18,81,2,1,87,69,2
1,0,0,1,9,1,1,2,28,18,81,1,1,87,69,2
1,0,1,0,12,1,1,0,20,30,71,2,0,81,93,2
1,0,1,0,2,1,1,3,20,30,71,2,0,53,51,2
1,2,0,1,12,1,0,3,29,9,75,2,1,88,48,1
0,2,1,1,18,0,1,3,25,11,89,1,0,56,50,0
0,3,1,1,8,0,1,0,25,11,89,1,1,51,91,2
0,0,1,1,1,1,1,0,24,28,82,1,0,67,90,2
0,0,1,1,20,1,1,0,23,28,82,1,1,56,93,2
1,3,1,1,7,1,1,2,26,29,62,1,1,79,68,0
1,1,1,1,9,1,2,3,25,32,87,1,1,86,47,0
1,0,1,1,0,1,0,2,19,32,96,0,0,62,59,2
1,0,0,1,5,1,1,2,26,27,92,2,1,100,61,0
1,3,0,1,6,1,1,0,27,27,92,2,1,75,85,2
1,2,0,1,9,1,1,0,20,27,92,2,1,97,89,2
1,0,1,1,5,1,1,2,26,27,92,2,1,100,61,0
1,3,1,1,6,1,1,0,27,27,92,2,1,75,85,2
1,2,1,1,9,1,1,0,20,27,92,2,1,97,89,2
1,0,1,1,5,1,1,2,26,27,92,0,1,100,61,0
1,3,1,1,6,1,1,0,27,27,92,0,1,75,85,2
1,2,1,1,9,1,1,0,20,27,92,0,1,97,89,2
1,0,1,1,5,1,1,2,26,27,92,1,1,100,61,0
1,3,1,1,6,1,1,0,27,27,92,1,1,75,85,2
1,2,1,1,9,1,1,0,20,27,92,1,1,97,89,2
1,0,0,1,5,1,1,2,26,27,92,1,1,100,61,0
1,3,0,1,6,1,1,0,27,27,92,1,1,75,85,2
1,2,0,1,9,1,1,0,20,27,92,1,1,97,89,2
1,0,1,1,5,1,2,2,26,27,92,1,1,100,61,0
1,3,1,1,6,1,2,0,27,27,92,1,1,75,85,2
